,location,total_sqft,bath,price,bhk
492,Akshaya Nagar,1280.0,2.0,60.0,2
493,Akshaya Nagar,1200.0,2.0,50.0,2
494,Akshaya Nagar,1092.0,2.0,60.0,2
495,Akshaya Nagar,1690.0,3.0,85.0,3
496,Akshaya Nagar,1700.0,3.0,80.0,3
497,Akshaya Nagar,1897.0,4.0,93.0,3
498,Akshaya Nagar,1884.0,3.0,98.0,3
499,Akshaya Nagar,1314.0,2.0,68.8,2
500,Akshaya Nagar,1690.0,3.0,85.0,3
501,Akshaya Nagar,1265.0,2.0,67.0,2
502,Akshaya Nagar,1126.0,2.0,55.0,2
503,Akshaya Nagar,2300.0,4.0,102.0,3
504,Akshaya Nagar,1662.0,3.0,90.0,3
505,Akshaya Nagar,1420.0,2.0,75.0,3
506,Akshaya Nagar,1412.0,2.0,88.0,3
507,Akshaya Nagar,1434.0,3.0,84.0,3
508,Akshaya Nagar,1890.0,4.0,100.0,3
509,Akshaya Nagar,2650.0,3.0,125.0,3
510,Akshaya Nagar,1419.0,2.0,87.0,3
511,Akshaya Nagar,1300.0,2.0,54.0,2
512,Akshaya Nagar,1690.0,3.0,85.0,3
513,Akshaya Nagar,1113.0,2.0,52.0,2
514,Akshaya Nagar,1820.0,4.0,95.0,3
515,Akshaya Nagar,1100.0,2.0,48.0,2
516,Akshaya Nagar,1896.0,3.0,102.0,3
517,Akshaya Nagar,1300.0,2.0,66.0,2
518,Akshaya Nagar,1225.0,2.0,68.0,2
519,Akshaya Nagar,1179.0,2.0,51.0,2
520,Akshaya Nagar,1421.0,2.0,73.0,3
521,Akshaya Nagar,1893.0,4.0,95.0,3
522,Akshaya Nagar,900.0,2.0,45.0,2
523,Akshaya Vana,4000.0,4.0,170.0,4
524,Akshaya Vana,1300.0,2.0,49.0,3
525,Akshaya Vana,1280.0,2.0,49.0,3
526,Akshaya Vana,1141.0,2.0,55.0,2
527,Akshaya Vana,1260.0,2.0,49.0,3
528,Akshaya Vana,1427.0,2.0,52.0,2
529,Akshayanagara East,1693.0,3.0,108.0,3
530,Akshayanagara East,1210.0,2.0,76.0,2
531,Akshayanagara East,1519.0,3.0,67.23,3
532,Akshayanagara East,1595.0,3.0,70.39,3
533,Akshayanagara East,1230.0,2.0,50.0,2
534,Akshayanagara East,595.0,1.0,40.0,1
535,Akshayanagara East,1145.0,2.0,44.0,2
536,Akshya Nagar,2400.0,6.0,130.0,6
537,Akshya Nagar,1380.0,2.0,75.0,2
538,Akshya Nagar,1320.0,2.0,58.0,3
539,Alfa Garden Layout,1240.0,2.0,43.79,2
540,Alfa Garden Layout,1050.0,2.0,38.0,2
541,Alfa Garden Layout,1190.0,2.0,46.41,2
542,Alur,530.0,1.0,20.0,1
543,Alur,425.0,1.0,15.0,1
544,Amarjyothi Colony,1355.0,3.0,61.0,3
545,Ambalipura,1105.0,2.0,75.0,2
546,Ambalipura,1800.0,3.0,110.0,3
547,Ambalipura,1150.0,2.0,80.0,2
548,Ambalipura,1250.0,2.0,66.25,2
549,Ambalipura,1332.0,2.0,79.0,2
550,Ambalipura,1730.0,3.0,120.0,3
551,Ambalipura,3500.0,3.0,198.0,3
552,Ambalipura,1230.0,2.0,66.25,2
553,Ambalipura,1351.0,2.0,77.0,2
554,Ambalipura,2550.0,4.0,149.0,4
555,Ambalipura,1817.0,3.0,102.0,3
556,Ambalipura,2750.0,4.0,142.0,4
557,Ambalipura,1303.0,2.0,80.0,2
558,Ambalipura,1607.0,2.0,112.0,3
559,Ambalipura,770.0,1.0,43.82,1
560,Ambalipura,1700.0,2.0,76.0,2
561,Ambalipura,1060.0,2.0,58.5,2
562,Ambalipura,1650.0,3.0,100.0,3
563,Ambalipura,1607.0,2.0,112.0,3
564,Ambalipura,1198.0,2.0,80.0,2
565,Ambedkar Colony,1468.0,2.0,140.0,2
566,Ambedkar Colony,1463.0,1.0,142.0,2
567,Ambedkar Colony,1910.0,3.0,190.0,3
568,Ambedkar Colony,1464.0,2.0,145.0,2
569,Ambedkar Nagar,1935.0,4.0,130.0,3
570,Ambedkar Nagar,1424.0,2.0,90.0,2
571,Ambedkar Nagar,2225.0,4.0,169.0,3
572,Ambedkar Nagar,1862.0,3.0,120.0,3
573,Ambedkar Nagar,1850.0,4.0,139.0,3
574,Ambedkar Nagar,1936.0,4.0,126.0,3
575,Ambedkar Nagar,1862.0,3.0,119.0,3
576,Ambedkar Nagar,1424.0,2.0,90.0,2
577,Ambedkar Nagar,2150.0,4.0,125.0,3
578,Ambedkar Nagar,3530.0,4.0,290.0,4
579,Ambedkar Nagar,1856.0,3.0,120.0,3
580,Ambedkar Nagar,1852.0,3.0,130.0,3
581,Ambedkar Nagar,1850.0,4.0,120.0,3
582,Ambedkar Nagar,1367.0,2.0,86.0,2
583,Ambedkar Nagar,3565.0,4.0,255.0,4
584,Ambedkar Nagar,1409.0,2.0,95.0,2
585,Ambedkar Nagar,1950.0,4.0,120.0,3
586,Ambedkar Nagar,1921.0,4.0,129.0,3
587,Ambedkar Nagar,1920.0,4.0,121.0,3
588,Ambedkar Nagar,1935.0,4.0,125.0,3
589,Ambedkar Nagar,1852.0,4.0,122.0,3
590,Ambedkar Nagar,1950.0,4.0,120.0,3
591,Ambedkar Nagar,1852.0,3.0,125.0,3
592,Ambedkar Nagar,1850.0,4.0,121.0,3
593,Ambedkar Nagar,1425.0,2.0,94.0,2
594,Ambedkar Nagar,2395.0,4.0,150.0,3
595,Amblipura,1605.0,3.0,100.0,3
596,Amblipura,1300.0,2.0,80.0,3
597,Amblipura,1175.0,2.0,83.0,2
598,Amruthahalli,900.0,2.0,40.0,2
599,Amruthahalli,1200.0,2.0,55.0,2
600,Amruthahalli,1900.0,3.0,135.0,3
601,Amruthahalli,924.0,2.0,45.0,2
602,Amruthahalli,900.0,2.0,60.0,2
603,Amruthahalli,1100.0,2.0,45.0,2
604,Amruthahalli,1200.0,2.0,55.0,2
605,Amruthahalli,1350.0,2.0,63.0,3
606,Amruthahalli,1605.0,3.0,65.0,3
607,Amruthahalli,1700.0,3.0,77.0,3
608,Amruthahalli,1450.0,2.0,85.0,3
609,Amruthahalli,1200.0,2.0,55.0,2
610,Amruthahalli,1250.0,2.0,79.0,2
611,Amruthahalli,1190.0,2.0,50.0,2
612,Amruthahalli,1202.0,2.0,65.0,2
613,Amruthahalli,1340.0,2.0,75.0,2
614,Amruthahalli,2650.0,4.0,175.0,3
615,Amruthahalli,1450.0,2.0,90.0,3
616,Amruthahalli,1025.0,2.0,42.0,2
617,Amruthahalli,485.0,1.0,19.5,1
618,Amruthnagar,1350.0,2.0,67.5,2
619,Amruthnagar,1365.0,3.0,60.0,2
620,Amruthnagar,1000.0,2.0,51.0,2
621,Anand Nagar,3515.0,3.0,420.0,3
622,Anand Nagar,1080.0,2.0,75.0,3
623,Anand nagar,1200.0,2.0,70.0,2
624,Anand nagar,2010.0,3.0,125.0,3
625,Anandapura,1167.0,2.0,43.76,2
626,Anandapura,1000.0,2.0,55.0,2
627,Anandapura,1141.0,2.0,42.79,2
628,Anandapura,1576.0,3.0,59.1,3
629,Anandapura,1200.0,2.0,67.0,2
630,Anandapura,1200.0,2.0,58.0,2
631,Anandapura,1151.0,2.0,43.1,2
632,Anandapura,1141.0,2.0,42.75,2
633,Anandapura,900.0,2.0,48.0,2
634,Anandapura,1749.0,4.0,90.0,4
635,Anandapura,1151.0,2.0,42.9,2
636,Anandapura,1576.0,3.0,58.0,3
637,Anandapura,1250.0,2.0,45.0,2
638,Anandapura,875.0,2.0,57.0,2
639,Anandapura,1151.0,2.0,43.16,2
640,Anandapura,1200.0,2.0,58.0,2
641,Anandapura,1200.0,2.0,66.0,3
642,Anandapura,1415.0,2.0,74.0,3
643,Anandapura,1200.0,2.0,50.0,2
644,Anandapura,1141.0,2.0,50.0,2
645,Anandapura,1576.0,3.0,58.7,3
646,Anantapura,1200.0,2.0,37.0,2
647,Anantapura,1600.0,3.0,77.0,3
648,Ananth Nagar,500.0,1.0,14.0,1
649,Ananth Nagar,1100.0,2.0,31.5,2
650,Ananth Nagar,982.0,2.0,24.55,2
651,Ananth Nagar,500.0,2.0,14.0,1
652,Ananth Nagar,900.0,2.0,22.5,2
653,Ananth Nagar,908.0,2.0,26.0,2
654,Ananth Nagar,870.0,2.0,36.0,2
655,Ananth Nagar,937.0,2.0,35.0,2
656,Ananth Nagar,960.0,2.0,37.0,2
657,Ananth Nagar,500.0,1.0,14.0,1
658,Ananth Nagar,1000.0,2.0,29.7,2
659,Ananth Nagar,850.0,2.0,25.99,2
660,Ananth Nagar,902.0,2.0,25.26,2
661,Ananth Nagar,1470.0,3.0,54.0,3
662,Ananth Nagar,810.0,2.0,25.5,2
663,Ananth Nagar,890.0,2.0,27.0,2
664,Ananth Nagar,1200.0,2.0,36.0,2
665,Ananth Nagar,1319.0,3.0,37.75,3
666,Ananth Nagar,1319.0,3.0,42.0,3
667,Ananth Nagar,1000.0,2.0,25.0,2
668,Ananth Nagar,902.0,2.0,25.0,2
669,Ananth Nagar,930.0,2.0,25.99,2
670,Ananth Nagar,1074.0,2.0,26.85,2
671,Ananth Nagar,500.0,1.0,14.0,1
672,Ananth Nagar,1010.0,2.0,38.0,2
673,Ananth Nagar,992.0,2.0,24.8,2
674,Andrahalli,1200.0,4.0,135.0,4
675,Anekal,1200.0,1.0,36.0,2
676,Anekal,656.0,2.0,22.0,2
677,Anekal,620.0,2.0,22.0,2
678,Anekal,600.0,1.0,16.5,1
679,Anekal,925.0,2.0,40.0,2
680,Anekal,530.0,1.0,18.0,1
681,Anekal,1800.0,3.0,68.0,3
682,Anekal,1200.0,1.0,36.0,2
683,Anekal,1035.0,2.0,38.3,2
684,Anekal,888.0,2.0,34.0,2
685,Anekal,1200.0,2.0,36.1,2
686,Anekal,700.0,1.0,19.4,2
687,Anekal,1200.0,1.0,36.0,2
688,Anekal,1200.0,2.0,36.0,4
689,Anekal,766.0,2.0,28.0,2
690,Anekal,967.0,2.0,45.0,3
691,Anekal,620.0,1.0,23.5,2
692,Anekal,1150.0,3.0,45.0,3
693,Anekal,1200.0,1.0,36.0,2
694,Anekal,1200.0,1.0,36.0,2
695,Anekal,400.0,1.0,11.5,1
696,Anekal,456.0,1.0,15.0,1
697,Anekal,1200.0,1.0,36.0,2
698,Anekal,1200.0,1.0,36.0,2
699,Anekal,2400.0,4.0,95.0,3
700,Anekal,1200.0,2.0,36.1,2
701,Anekal,1200.0,2.0,36.1,2
702,Anekal,680.0,1.0,21.0,2
703,Anekal,420.0,1.0,12.5,1
704,Anekal,614.0,1.0,28.0,2
705,Anekal,1140.0,2.0,52.0,2
706,Anekal,625.0,1.0,25.0,2
707,Anjana Nagar,1035.0,5.0,170.0,5
708,Anjanapura,1850.0,4.0,86.0,4
709,Anjanapura,1070.0,2.0,39.0,2
710,Anjanapura,1500.0,3.0,121.0,3
711,Anjanapura,1070.0,2.0,37.0,2
712,Anjanapura,950.0,2.0,40.0,2
713,Anjanapura,1280.0,2.0,45.0,3
714,Anjanapura,710.0,2.0,25.0,2
715,Anjanapura,1347.0,2.0,37.72,3
716,Anjanapura,950.0,2.0,32.0,2
717,Anjanapura,1800.0,4.0,55.0,4
718,Anjanapura,1843.0,3.0,87.54,3
719,Anjanapura,1076.0,2.0,30.13,2
720,Anjanapura,950.0,2.0,30.0,2
721,Anjappa Layout,1348.0,2.0,100.0,2
722,Ankappa Layout,1105.0,2.0,50.0,2
723,Annaiah Reddy Layout,540.0,1.0,22.0,1
724,Annaiah Reddy Layout,1075.0,2.0,48.0,2
725,Annapurneshwari Nagar,1200.0,5.0,270.0,4
726,Anugrah Layout,1567.0,3.0,100.0,3
727,Anwar Layout,610.0,1.0,28.0,1
728,Ardendale,1750.0,3.0,100.0,3
729,Ardendale,3198.0,4.0,200.0,4
730,Ardendale,2422.0,4.0,160.0,4
731,Ardendale,1750.0,3.0,100.0,3
732,Ardendale,3200.0,4.0,205.0,4
733,Ardendale,1728.0,3.0,95.0,3
734,Ardendale,2062.0,3.0,140.0,4
735,Ardendale,1732.46,3.0,92.0,3
736,Ardendale,2062.0,3.0,150.0,4
737,Ardendale,2800.0,4.0,140.0,4
738,Ardendale,1224.0,2.0,70.0,2
739,Ardendale,1777.26,3.0,105.0,3
740,Ardendale,1650.0,3.0,82.0,3
741,Ardendale,2062.0,3.0,140.0,4
742,Ardendale,1650.0,3.0,82.0,3
743,Ardendale,1224.0,2.0,67.0,2
744,Ardendale,1723.0,3.0,95.0,3
745,Ardendale,1777.26,3.0,89.0,3
746,Ardendale,1777.26,3.0,92.0,3
747,Arehalli,1350.0,2.0,65.0,3
748,Arekere,1222.0,2.0,45.0,2
749,Arekere,2060.0,3.0,140.0,3
750,Arekere,920.0,2.0,40.0,2
751,Arekere,1740.0,2.0,95.0,3
752,Arekere,1190.0,2.0,55.0,2
753,Arekere,600.0,1.0,28.0,1
754,Arekere,2072.0,3.0,108.0,3
755,Arekere,1100.0,2.0,55.0,2
756,Arekere,1445.0,2.0,125.0,3
757,Arekere,900.0,2.0,50.0,2
758,Arekere,2060.0,3.0,150.0,3
759,Arekere,2710.0,6.0,142.0,4
760,Arekere,2400.0,3.0,180.0,3
761,Arekere,1240.0,2.0,60.0,2
762,Arekere,900.0,2.0,44.5,2
763,Arishinakunte,2400.0,4.0,150.0,4
764,Ashirvad Colony,1000.0,2.0,53.0,2
765,Ashirvad Colony,1100.0,2.0,53.0,2
766,Ashirvad Colony,2050.0,3.0,100.0,4
767,Ashok Nagar,8321.0,5.0,2912.0,4
768,Ashwath Nagar,1644.0,3.0,84.0,3
769,Ashwath Nagar,1640.0,3.0,84.0,3
770,Ashwath Nagar,1220.0,2.0,65.0,2
771,Ashwathnagar,936.0,2.0,42.0,2
772,Ashwathnagar,936.0,2.0,43.0,2
773,Ashwathnagar,1100.0,2.0,55.0,2
774,Ashwathnagar,800.0,2.0,60.0,3
775,Ashwini layout,834.0,1.0,60.0,1
776,Ashwini layout,834.0,1.0,62.0,1
777,Atmananda Colony,1127.0,2.0,55.0,2
778,Atmananda Colony,1125.0,2.0,55.0,2
779,Attibele,450.0,1.0,11.0,1
780,Attibele,1600.0,4.0,52.8,4
781,Attibele,656.0,2.0,25.0,2
782,Attibele,400.0,1.0,11.0,1
783,Attibele,400.0,1.0,12.0,1
784,Attibele,400.0,1.0,14.0,1
785,Attibele,500.0,1.0,17.0,1
786,Attibele,2168.0,4.0,95.0,4
787,Attibele,395.0,1.0,10.25,1
788,Attibele,420.0,1.0,17.0,1
789,Attibele,1639.0,2.0,40.98,3
790,Attibele,418.0,1.0,12.0,1
791,Attibele,1200.0,2.0,42.0,2
792,Attibele,400.0,1.0,10.0,1
793,Attibele,695.0,1.0,25.0,2
794,Attibele,850.0,1.0,25.0,2
795,Attibele,2400.0,3.0,120.0,3
796,Attibele,450.0,1.0,12.5,1
797,Attibele,995.0,1.0,24.88,2
798,Attibele,900.0,1.0,25.0,2
799,Attibele,1174.0,2.0,29.35,2
800,Attibele,782.0,1.0,19.55,1
801,Attibele,1175.0,2.0,29.38,2
802,Attibele,656.0,2.0,25.0,2
803,Attibele,400.0,1.0,11.5,1
804,Attibele,460.0,1.0,13.0,1
805,Attibele,418.0,2.0,11.5,1
806,Attibele,1000.0,2.0,42.0,2
807,Attibele,550.0,1.0,11.5,1
808,Attibele,996.0,2.0,24.9,2
809,Attibele,410.0,1.0,10.0,1
810,Attibele,1700.0,3.0,65.0,3
811,Attibele,400.0,1.0,10.25,1
812,Attibele,656.0,2.0,25.0,2
813,Attibele,1500.0,3.0,90.0,3
814,Attibele,520.0,1.0,15.0,1
815,Attur Layout,2400.0,4.0,200.0,3
816,Attur Layout,1200.0,1.0,65.0,2
817,Attur Layout,4000.0,8.0,150.0,7
818,Austin Town,400.0,1.0,14.0,1
819,Austin Town,1250.0,2.0,60.0,2
820,Austin Town,600.0,2.0,23.0,1
821,Austin Town,1000.0,2.0,60.0,2
822,Austin Town,975.0,2.0,60.0,2
823,Avalahalli,2300.0,3.0,120.0,3
824,Avalahalli,833.0,1.0,49.0,1
825,Avalahalli,2045.0,3.0,108.0,3
826,Ayappa Nagar,1236.0,2.0,50.0,2
827,Ayappa Nagar,1190.0,2.0,48.0,2
828,B Channasandra,1300.0,2.0,79.0,2
829,B Channasandra,1080.0,2.0,45.0,2
830,B Narayanapura,1313.0,2.0,58.27,2
831,B Narayanapura,1460.0,2.0,73.0,3
832,B Narayanapura,1405.0,2.0,70.0,3
833,B Narayanapura,1060.0,2.0,49.27,2
834,B Narayanapura,1020.0,2.0,60.0,2
835,B Narayanapura,1020.0,2.0,49.0,2
836,B Narayanapura,1765.0,3.0,77.27,3
837,B Narayanapura,1075.0,2.0,50.0,2
838,BCC Layout,1500.0,5.0,230.0,4
839,BCC Layout,2700.0,3.0,230.0,4
840,BCMC Layout,1600.0,2.0,88.0,3
841,BEL Road,1050.0,2.0,110.0,2
842,BEL Road,1500.0,2.0,203.0,2
843,BEL Road,1800.0,3.0,150.0,3
844,BEML Layout,1060.0,2.0,55.0,2
845,BEML Layout,2000.0,3.0,85.0,3
846,BEML Layout,999.0,2.0,45.0,2
847,BEML Layout,1196.0,3.0,150.0,4
848,BEML Layout,2400.0,4.0,225.0,5
849,BEML Layout,2000.0,2.0,85.0,3
850,BEML Layout,1194.0,2.0,65.0,2
851,BEML Layout,1200.0,2.0,67.0,2
852,BEML Layout,2400.0,2.0,228.0,2
853,BEML Layout,2000.0,3.0,85.0,3
854,BEML Layout,2000.0,3.0,85.0,3
855,BEML Layout,1194.0,2.0,65.0,2
856,BHEL Layout,1200.0,3.0,165.0,4
857,BHEL Layout,1200.0,4.0,160.0,5
858,BSM Extension,975.0,2.0,45.0,2
859,BSM Extension,865.0,2.0,33.0,2
860,BTM 1st Stage,1215.0,4.0,205.0,4
861,BTM 1st Stage,3300.0,14.0,500.0,9
862,BTM 1st Stage,600.0,2.0,90.0,4
863,BTM 1st Stage,1100.0,5.0,121.0,4
864,BTM 1st Stage,375.0,1.0,40.0,1
865,BTM 1st Stage,600.0,6.0,80.0,6
866,BTM 1st Stage,1717.0,3.0,200.0,3
867,BTM 1st Stage,1200.0,4.0,200.0,5
868,BTM 2nd Stage,1260.0,5.0,185.0,3
869,BTM 2nd Stage,950.0,2.0,52.0,2
870,BTM 2nd Stage,1850.0,3.0,170.0,3
871,BTM 2nd Stage,1200.0,2.0,80.0,2
872,BTM 2nd Stage,1274.0,2.0,70.0,2
873,BTM 2nd Stage,1250.0,3.0,50.0,3
874,BTM 2nd Stage,1070.0,2.0,48.0,2
875,BTM 2nd Stage,1280.0,2.0,80.0,2
876,BTM 2nd Stage,1100.0,2.0,70.0,2
877,BTM 2nd Stage,1000.0,2.0,58.0,2
878,BTM 2nd Stage,2990.0,5.0,416.0,5
879,BTM 2nd Stage,1265.0,2.0,55.0,2
880,BTM 2nd Stage,2200.0,3.0,220.0,3
881,BTM 2nd Stage,2780.0,4.0,325.0,3
882,BTM 2nd Stage,2400.0,2.0,360.0,3
883,BTM 2nd Stage,965.0,2.0,56.0,2
884,BTM 2nd Stage,1147.0,2.0,75.0,2
885,BTM 2nd Stage,1750.0,3.0,172.0,3
886,BTM 2nd Stage,1400.0,2.0,90.0,2
887,BTM 2nd Stage,1200.0,2.0,70.0,2
888,BTM 2nd Stage,1100.0,2.0,47.0,2
889,BTM 2nd Stage,930.0,2.0,46.0,2
890,BTM 2nd Stage,1265.0,2.0,55.0,3
891,BTM 2nd Stage,2500.0,3.0,345.0,3
892,BTM 4th Stage,1350.0,2.0,90.0,2
893,BTM Layout,1150.0,2.0,63.0,2
894,BTM Layout,3300.0,6.0,165.0,6
895,BTM Layout,1450.0,2.0,81.0,3
896,BTM Layout,1776.0,2.0,75.0,3
897,BTM Layout,1458.0,3.0,79.0,3
898,BTM Layout,935.0,2.0,51.5,2
899,BTM Layout,1020.0,2.0,46.5,2
900,BTM Layout,1600.0,3.0,112.0,3
901,BTM Layout,1300.0,2.0,75.0,3
902,BTM Layout,1540.0,2.0,78.0,3
903,BTM Layout,450.0,1.0,20.0,1
904,BTM Layout,2400.0,3.0,220.0,3
905,BTM Layout,1196.0,2.0,56.81,2
906,BTM Layout,1470.0,2.0,99.0,3
907,Baba Nagar,1100.0,2.0,52.0,2
908,Baba Nagar,700.0,2.0,29.0,2
909,Babusapalaya,1358.0,2.0,43.4,3
910,Babusapalaya,1213.0,2.0,41.39,3
911,Babusapalaya,1611.0,2.0,66.0,3
912,Babusapalaya,1167.0,2.0,39.98,3
913,Babusapalaya,1675.0,3.0,75.0,3
914,Babusapalaya,1141.0,2.0,46.0,2
915,Babusapalaya,1084.0,2.0,58.0,2
916,Babusapalaya,1500.0,2.0,57.0,2
917,Babusapalaya,1453.0,2.0,43.59,3
918,Babusapalaya,1050.0,2.0,45.0,2
919,Babusapalaya,1141.0,2.0,45.9,2
920,Babusapalaya,1358.0,2.0,43.1,3
921,Babusapalaya,1230.0,3.0,53.0,3
922,Babusapalaya,1105.0,2.0,40.0,2
923,Babusapalaya,1410.0,2.0,65.0,3
924,Babusapalaya,1305.0,2.0,70.0,2
925,Babusapalaya,1450.0,2.0,55.99,2
926,Babusapalaya,1100.0,2.0,38.0,2
927,Babusapalaya,1213.0,2.0,36.37,3
928,Babusapalaya,1061.0,2.0,33.84,2
929,Babusapalaya,1061.0,2.0,38.95,2
930,Babusapalaya,1061.0,2.0,34.0,2
931,Babusapalaya,1245.0,2.0,58.0,2
932,Badavala Nagar,1494.0,2.0,94.55,3
933,Badavala Nagar,1274.0,2.0,81.0,2
934,Badavala Nagar,1842.0,3.0,115.0,3
935,Badavala Nagar,1494.0,2.0,94.55,3
936,Badavala Nagar,1274.0,2.0,81.0,2
937,Badavala Nagar,1494.0,2.0,94.55,3
938,Badavala Nagar,1842.0,3.0,115.0,3
939,Badavala Nagar,1842.0,3.0,115.0,3
940,Badavala Nagar,1842.0,3.0,115.0,3
941,Bagalakunte,2360.0,4.0,150.0,4
942,Bagalakunte,560.0,1.0,21.0,1
943,Bagalakunte,750.0,3.0,95.0,5
944,Bagalakunte,1200.0,4.0,138.0,2
945,Bagalakunte,1050.0,2.0,40.0,2
946,Bagalur,1200.0,2.0,50.0,2
947,Bagalur,985.0,2.0,57.0,2
948,Bagalur,1407.0,2.0,83.87,2
949,Bagalur,2400.0,4.0,135.0,4
950,Bagalur Main Road,4400.0,4.0,350.0,5
951,Bagalur Main Road,1220.0,2.0,72.0,2
952,Balagere,1210.0,2.0,80.9,2
953,Balagere,1210.0,2.0,72.0,2
954,Balagere,1205.0,2.0,78.5,2
955,Balagere,790.5,1.0,41.9,1
956,Balagere,1145.0,2.0,65.0,2
957,Balagere,1012.0,2.0,54.59,2
958,Balagere,1020.07,2.0,68.38,2
959,Balagere,1205.47,2.0,81.0,2
960,Balagere,1007.0,2.0,65.0,2
961,Balagere,1205.0,2.0,70.0,2
962,Balagere,1210.0,2.0,74.0,2
963,Balagere,1210.0,2.0,83.0,2
964,Balagere,675.0,1.0,45.0,1
965,Balagere,656.0,1.0,43.0,1
966,Balagere,1012.0,2.0,54.59,2
967,Balagere,1012.0,2.0,64.0,2
968,Balagere,1007.0,2.0,62.0,2
969,Balagere,1007.0,2.0,67.0,2
970,Balagere,1007.0,2.0,66.0,2
971,Balagere,1205.0,2.0,63.86,2
972,Balagere,1012.0,2.0,53.58,2
973,Balagere,645.0,1.0,34.18,1
974,Balagere,1007.0,2.0,53.0,2
975,Balagere,1210.0,2.0,69.0,2
976,Balagere,790.5,1.0,42.295,1
977,Balagere,1012.0,2.0,65.0,2
978,Balagere,656.0,1.0,38.77,1
979,Balagere,645.0,1.0,39.0,1
980,Balagere,645.0,1.0,41.0,1
981,Balagere,1210.0,2.0,82.0,2
982,Balagere,656.0,1.0,34.77,1
983,Balagere,1205.0,2.0,73.87,2
984,Balagere,1012.0,2.0,70.0,2
985,Balagere,1007.0,2.0,68.0,2
986,Balagere,1205.0,2.0,67.0,2
987,Balagere,1205.0,2.0,79.0,2
988,Balagere,1012.0,2.0,68.0,2
989,Balaji Gardens Layout,1051.0,2.0,33.0,2
990,Balaji Gardens Layout,825.0,2.0,40.0,1
991,Banagiri Nagar,1525.0,2.0,122.0,3
992,Banagiri Nagar,1500.0,2.0,89.99,3
993,Banagiri Nagar,1630.0,2.0,97.78,3
994,Banagiri Nagar,2008.0,3.0,170.0,3
995,Banagiri Nagar,1560.0,2.0,125.0,3
996,Banagiri Nagar,1525.0,2.0,91.48,3
997,Banagiri Nagar,1500.0,2.0,120.0,3
998,Banashankari,1200.0,2.0,42.0,3
999,Banashankari,1077.0,2.0,37.64,2
1000,Banashankari,1470.0,2.0,88.64,3
1001,Banashankari,1300.0,2.0,75.0,3
1002,Banashankari,1800.0,3.0,115.0,3
1003,Banashankari,1125.0,2.0,63.0,2
1004,Banashankari,1340.0,2.0,53.6,3
1005,Banashankari,1310.0,2.0,80.0,2
1006,Banashankari,2600.0,4.0,135.0,3
1007,Banashankari,1900.0,2.0,170.0,3
1008,Banashankari,1260.0,2.0,75.0,2
1009,Banashankari,1170.0,2.0,46.79,2
1010,Banashankari,2500.0,4.0,95.0,4
1011,Banashankari,1350.0,2.0,83.0,3
1012,Banashankari,1425.0,3.0,49.88,3
1013,Banashankari,1330.0,2.0,78.0,2
1014,Banashankari,1400.0,2.0,78.0,3
1015,Banashankari,1700.0,3.0,125.0,3
1016,Banashankari,1020.0,2.0,40.79,2
1017,Banashankari,1600.0,2.0,63.98,2
1018,Banashankari,1041.0,2.0,36.44,2
1019,Banashankari,3580.0,3.0,411.0,3
1020,Banashankari,2400.0,1.0,200.0,1
1021,Banashankari,1390.0,2.0,86.0,2
1022,Banashankari,1460.0,2.0,70.0,2
1023,Banashankari,1200.0,2.0,60.0,2
1024,Banashankari,1290.0,2.0,80.0,2
1025,Banashankari,2582.0,5.0,250.0,3
1026,Banashankari,1186.0,2.0,65.0,2
1027,Banashankari,1650.0,3.0,101.0,3
1028,Banashankari,1300.0,2.0,55.0,3
1029,Banashankari,1181.0,2.0,75.0,2
1030,Banashankari,1105.0,2.0,90.0,2
1031,Banashankari,720.0,1.0,60.0,1
1032,Banashankari,1040.0,2.0,45.0,2
1033,Banashankari,1330.0,2.0,77.0,2
1034,Banashankari,1200.0,2.0,49.0,2
1035,Banashankari,1185.0,2.0,67.0,2
1036,Banashankari,1000.0,2.0,50.0,2
1037,Banashankari,1650.0,3.0,90.75,3
1038,Banashankari,1650.0,3.0,101.0,3
1039,Banashankari,1310.0,2.0,80.43,2
1040,Banashankari,600.0,1.0,27.0,2
1041,Banashankari,1430.0,2.0,87.8,2
1042,Banashankari,1020.0,2.0,42.83,2
1043,Banashankari,1372.0,2.0,48.02,3
1044,Banashankari,1540.0,3.0,80.0,3
1045,Banashankari,1195.0,2.0,35.84,2
1046,Banashankari,1683.0,3.0,115.0,3
1047,Banashankari,1800.0,3.0,125.0,3
1048,Banashankari,1175.0,2.0,41.13,2
1049,Banashankari,1750.0,2.0,89.0,3
1050,Banashankari,1800.0,3.0,175.0,3
1051,Banashankari,1450.0,2.0,50.75,2
1052,Banashankari,1770.0,3.0,108.0,3
1053,Banashankari,1800.0,3.0,125.0,3
1054,Banashankari,1200.0,2.0,42.0,3
1055,Banashankari,1886.0,3.0,205.0,3
1056,Banashankari,1420.0,3.0,66.0,3
1057,Banashankari,1200.0,3.0,74.52,3
1058,Banashankari,1100.0,2.0,63.0,2
1059,Banashankari,1020.0,2.0,40.79,2
1060,Banashankari,1260.0,2.0,75.0,2
1061,Banashankari,1040.0,2.0,109.0,3
1062,Banashankari,1340.0,2.0,53.6,3
1063,Banashankari,1426.0,3.0,85.0,3
1064,Banashankari Stage II,1700.0,2.0,150.0,2
